from,starting label,QID,label,depth,target
Q160236,Metropolitan Museum of Art,Q3148760,botanical illustrator,3,0
Q160236,Metropolitan Museum of Art,Q998550,bookseller,5,0
Q21948567,Sunflowers,Q8246794,blogger,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q8246794,blogger,5,0
Q160236,Metropolitan Museum of Art,Q865736,Birmingham Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q864503,biologist,3,0
Q160236,Metropolitan Museum of Art,Q36279,biography,4,0
Q160236,Metropolitan Museum of Art,Q864380,biographer,4,0
Q214867,National Gallery of Art,Q864380,biographer,3,0
Q74128,Alfred Flechtheim,Q864380,biographer,5,0
Q657415,Cleveland Museum of Art,Q864380,biographer,3,0
Q1634926,Hugo Cassirer,Q15619234,Bignou Gallery,4,1
Q867510,Cypresses,Q15619234,Bignou Gallery,4,1
Q104530765,Hugo Nathan,Q15619234,Bignou Gallery,5,1
Q17277888,Gottlieb Friedrich Reber,Q15619234,Bignou Gallery,5,1
Q160236,Metropolitan Museum of Art,Q15619234,Bignou Gallery,2,1
Q657415,Cleveland Museum of Art,Q4086271,Bible Encyclopedia of Archimandrite Nicephorus,3,0
Q160236,Metropolitan Museum of Art,Q45320214,Beteiligte Privatpersonen und Körperschaften am NS-Kulturgutraub,5,1
Q214867,National Gallery of Art,Q45320214,Beteiligte Privatpersonen und Körperschaften am NS-Kulturgutraub,3,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q85095826,Berthe Erni,4,1
Q74128,Alfred Flechtheim,Q85095826,Berthe Erni,3,1
Q74128,Alfred Flechtheim,Q94764626,Bertha Flechtheim,1,1
Q17277888,Gottlieb Friedrich Reber,Q51037488,Berta Fritsch,2,1
Q160236,Metropolitan Museum of Art,Q51037488,Berta Fritsch,5,1
Q160236,Metropolitan Museum of Art,Q826482,Bernheim-Jeune,4,1
Q214867,National Gallery of Art,Q826482,Bernheim-Jeune,4,1
Q104530765,Hugo Nathan,Q98605872,Bernhard Witke,5,1
Q160236,Metropolitan Museum of Art,Q98605872,Bernhard Witke,5,1
Q26221197,Two Peasant Women Digging in Field with Snow,Q825450,Bernhard Koehler,1,1
Q21948567,Sunflowers,Q28842706,Bernard Houthakker,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q28842706,Bernard Houthakker,4,1
Q160236,Metropolitan Museum of Art,Q359047,Bernard Berenson,4,1
Q160236,Metropolitan Museum of Art,Q59628896,Bermann Fischer Brigitte,5,1
Q867510,Cypresses,Q318815,Bergier commission,4,1
Q104530765,Hugo Nathan,Q318815,Bergier commission,5,1
Q160236,Metropolitan Museum of Art,Q318815,Bergier commission,5,1
Q160236,Metropolitan Museum of Art,Q54957312,Benjamin Katz,5,1
Q160236,Metropolitan Museum of Art,Q554620,Benjamin de Rothschild,4,1
Q160236,Metropolitan Museum of Art,Q2895984,Benjamin Altman,2,1
Q74128,Alfred Flechtheim,Q23559,Benito Mussolini,5,1
Q160236,Metropolitan Museum of Art,Q663913,Belvédère Castle,5,1
Q160236,Metropolitan Museum of Art,Q30557313,Belle Linsky,5,1
Q160236,Metropolitan Museum of Art,Q4882133,Beldon Katleman,4,0
Q1634926,Hugo Cassirer,Q51955019,BEIC Digital Library,5,0
Q21948567,Sunflowers,Q51955019,BEIC Digital Library,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q51955019,BEIC Digital Library,5,0
Q160236,Metropolitan Museum of Art,Q51955019,BEIC Digital Library,3,0
Q214867,National Gallery of Art,Q51955019,BEIC Digital Library,5,0
Q160236,Metropolitan Museum of Art,Q275569,Béatrice Ephrussi de Rothschild,5,1
Q17277888,Gottlieb Friedrich Reber,Q20276076,Bathers by a River,5,1
Q55680361,Oskar Reichel,Q20276076,Bathers by a River,5,1
Q74128,Alfred Flechtheim,Q20276076,Bathers by a River,5,1
Q1634926,Hugo Cassirer,Q806798,banker,5,0
Q867510,Cypresses,Q806798,banker,3,0
Q17277888,Gottlieb Friedrich Reber,Q806798,banker,5,0
Q69860245,Mór Lipót Herzog,Q806798,banker,1,0
Q324935,Ferenc Hatvany,Q806798,banker,2,0
Q55680361,Oskar Reichel,Q806798,banker,5,0
Q160236,Metropolitan Museum of Art,Q806798,banker,3,0
Q26221184,Olive Picking,Q806798,banker,2,0
Q214867,National Gallery of Art,Q806798,banker,3,0
Q20178788,Still Life with Apples,Q806798,banker,3,0
Q74128,Alfred Flechtheim,Q806798,banker,5,0
Q29441758,Margarete Mauthner,Q806349,bandleader,3,0
Q160236,Metropolitan Museum of Art,Q2876634,B. Altman and Company,3,1
Q160236,Metropolitan Museum of Art,Q27978238,Autumn with Moses receiving the Ten Commandments,5,0
Q160236,Metropolitan Museum of Art,Q766863,Auguste Pellerin,2,1
Q214867,National Gallery of Art,Q766863,Auguste Pellerin,2,1
Q160236,Metropolitan Museum of Art,Q766737,Auguste Manet,3,0
Q214867,National Gallery of Art,Q766737,Auguste Manet,5,0
Q74128,Alfred Flechtheim,Q64349,August Thyssen,5,1
Q160236,Metropolitan Museum of Art,Q636400,Ashmolean Museum,4,1
Q160236,Metropolitan Museum of Art,Q75382955,"Artemy Nikolaievich Iskander, Prince Romanovsky-Iskander",5,0
Q867510,Cypresses,Q83874292,Artemis S.A.,5,1
Q104530765,Hugo Nathan,Q83874292,Artemis S.A.,4,1
Q160236,Metropolitan Museum of Art,Q83874292,Artemis S.A.,4,1
Q26221201,Two Diggers among Trees,Q83874292,Artemis S.A.,5,1
Q1634926,Hugo Cassirer,Q16741013,art thief,5,1
Q160236,Metropolitan Museum of Art,Q16741013,art thief,5,1
Q1634926,Hugo Cassirer,Q30335959,Art Looting Investigation Unit,5,1
Q104530765,Hugo Nathan,Q30335959,Art Looting Investigation Unit,3,1
Q17277888,Gottlieb Friedrich Reber,Q30335959,Art Looting Investigation Unit,1,1
Q29441758,Margarete Mauthner,Q30335959,Art Looting Investigation Unit,5,1
Q160236,Metropolitan Museum of Art,Q30335959,Art Looting Investigation Unit,3,1
Q26221201,Two Diggers among Trees,Q30335959,Art Looting Investigation Unit,4,1
Q214867,National Gallery of Art,Q30335959,Art Looting Investigation Unit,3,1
Q74128,Alfred Flechtheim,Q30335959,Art Looting Investigation Unit,5,1
Q17277888,Gottlieb Friedrich Reber,Q239303,Art Institute of Chicago,4,1
Q160236,Metropolitan Museum of Art,Q239303,Art Institute of Chicago,4,1
Q74128,Alfred Flechtheim,Q239303,Art Institute of Chicago,4,1
Q1634926,Hugo Cassirer,Q50637,art history,5,1
Q104530765,Hugo Nathan,Q50637,art history,5,1
Q160236,Metropolitan Museum of Art,Q50637,art history,3,1
Q214867,National Gallery of Art,Q50637,art history,5,1
Q1634926,Hugo Cassirer,Q1792450,art historian,5,1
Q867510,Cypresses,Q1792450,art historian,5,1
Q104530765,Hugo Nathan,Q1792450,art historian,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1792450,art historian,2,1
Q29441758,Margarete Mauthner,Q1792450,art historian,5,1
Q55680361,Oskar Reichel,Q1792450,art historian,5,1
Q160236,Metropolitan Museum of Art,Q1792450,art historian,3,1
Q26221201,Two Diggers among Trees,Q1792450,art historian,5,1
Q214867,National Gallery of Art,Q1792450,art historian,4,1
Q74128,Alfred Flechtheim,Q1792450,art historian,1,1
Q160236,Metropolitan Museum of Art,Q705551,Art Gallery of New South Wales,4,1
Q214867,National Gallery of Art,Q705551,Art Gallery of New South Wales,4,1
Q1634926,Hugo Cassirer,Q173950,art dealer,2,1
Q867510,Cypresses,Q173950,art dealer,2,1
Q104530765,Hugo Nathan,Q173950,art dealer,3,1
Q21948567,Sunflowers,Q173950,art dealer,3,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q173950,art dealer,2,1
Q17277888,Gottlieb Friedrich Reber,Q173950,art dealer,1,1
Q324935,Ferenc Hatvany,Q173950,art dealer,3,1
Q55680361,Oskar Reichel,Q173950,art dealer,4,1
Q160236,Metropolitan Museum of Art,Q173950,art dealer,3,1
Q26221201,Two Diggers among Trees,Q173950,art dealer,4,1
Q214867,National Gallery of Art,Q173950,art dealer,3,1
Q74128,Alfred Flechtheim,Q173950,art dealer,1,1
Q1634926,Hugo Cassirer,Q4164507,art critic,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q4164507,art critic,4,1
Q11770767,Still life with coffee pot  dishes and fruit,Q4164507,art critic,2,1
Q160236,Metropolitan Museum of Art,Q4164507,art critic,5,1
Q74128,Alfred Flechtheim,Q4164507,art critic,3,1
Q156426,Alexej von Jawlensky,Q10732476,art collector,1,1
Q666331,Foundation E.G. Bührle Collection,Q10732476,art collector,3,1
Q1634926,Hugo Cassirer,Q10732476,art collector,3,1
Q867510,Cypresses,Q10732476,art collector,2,1
Q104530765,Hugo Nathan,Q10732476,art collector,1,1
Q21948567,Sunflowers,Q10732476,art collector,2,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q10732476,art collector,2,1
Q17277888,Gottlieb Friedrich Reber,Q10732476,art collector,1,1
Q69860245,Mór Lipót Herzog,Q10732476,art collector,1,1
Q29441758,Margarete Mauthner,Q10732476,art collector,1,1
Q26221197,Two Peasant Women Digging in Field with Snow,Q10732476,art collector,2,1
Q324935,Ferenc Hatvany,Q10732476,art collector,1,1
Q55680361,Oskar Reichel,Q10732476,art collector,1,1
Q11770767,Still life with coffee pot  dishes and fruit,Q10732476,art collector,2,1
Q160236,Metropolitan Museum of Art,Q10732476,art collector,3,1
Q5147536,Josef Feinhals,Q10732476,art collector,1,1
Q26221184,Olive Picking,Q10732476,art collector,2,1
Q26221201,Two Diggers among Trees,Q10732476,art collector,2,1
Q214867,National Gallery of Art,Q10732476,art collector,3,1
Q20178788,Still Life with Apples,Q10732476,art collector,2,1
Q74128,Alfred Flechtheim,Q10732476,art collector,1,1
Q657415,Cleveland Museum of Art,Q10732476,art collector,3,1
Q160236,Metropolitan Museum of Art,Q24909800,Art+Feminism,3,1
Q214867,National Gallery of Art,Q24909800,Art+Feminism,4,1
Q104530765,Hugo Nathan,Q97940197,Arnold Seligmann,5,1
Q160236,Metropolitan Museum of Art,Q98831742,"Armorial of the members of the court council of Rudolf II of Habsburg (1552-1612), German emperor",3,0
Q156426,Alexej von Jawlensky,Q2657718,Armenian Soviet Encyclopedia,5,0
Q867510,Cypresses,Q2657718,Armenian Soviet Encyclopedia,4,0
Q21948567,Sunflowers,Q2657718,Armenian Soviet Encyclopedia,5,0
Q17277888,Gottlieb Friedrich Reber,Q2657718,Armenian Soviet Encyclopedia,2,0
Q324935,Ferenc Hatvany,Q2657718,Armenian Soviet Encyclopedia,4,0
Q160236,Metropolitan Museum of Art,Q2657718,Armenian Soviet Encyclopedia,3,0
Q214867,National Gallery of Art,Q2657718,Armenian Soviet Encyclopedia,4,0
Q867510,Cypresses,Q363383,Armand Hammer,4,1
Q104530765,Hugo Nathan,Q363383,Armand Hammer,5,1
Q21948567,Sunflowers,Q363383,Armand Hammer,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q363383,Armand Hammer,5,1
Q17277888,Gottlieb Friedrich Reber,Q363383,Armand Hammer,5,1
Q160236,Metropolitan Museum of Art,Q363383,Armand Hammer,3,1
Q74128,Alfred Flechtheim,Q363383,Armand Hammer,5,1
Q1634926,Hugo Cassirer,Q42973,architect,5,0
Q867510,Cypresses,Q42973,architect,4,0
Q160236,Metropolitan Museum of Art,Q42973,architect,4,0
Q26221184,Olive Picking,Q42973,architect,3,0
Q160236,Metropolitan Museum of Art,Q113754,Archduke Wenceslaus of Austria,4,0
Q160236,Metropolitan Museum of Art,Q84603,Archduke Maximilian Ernest of Austria,5,0
Q160236,Metropolitan Museum of Art,Q437295,Archduke Leopold Wilhelm of Austria,2,0
Q214867,National Gallery of Art,Q437295,Archduke Leopold Wilhelm of Austria,2,0
Q160236,Metropolitan Museum of Art,Q347422,Archduke Leopold Joseph of Austria,4,0
Q160236,Metropolitan Museum of Art,Q647419,Archduke Karl Joseph of Austria,5,0
Q160236,Metropolitan Museum of Art,Q319764,"Archduke Joseph, Palatine of Hungary",5,0
Q160236,Metropolitan Museum of Art,Q14541808,Archduke Johann Karl of Austria,4,0
Q160236,Metropolitan Museum of Art,Q327156,Archduke Ernest of Austria,2,0
Q160236,Metropolitan Museum of Art,Q261905,Archduchess Maria of Austria,5,0
Q160236,Metropolitan Museum of Art,Q438335,Archduchess Maria Magdalena of Austria,4,0
Q160236,Metropolitan Museum of Art,Q27886480,Archduchess Maria Josepha of Austria,4,0
Q160236,Metropolitan Museum of Art,Q93381,Archduchess Maria Anna of Austria,4,0
Q160236,Metropolitan Museum of Art,Q112088,Archduchess Maria Anna Josepha of Austria,4,0
Q160236,Metropolitan Museum of Art,Q79158,Archduchess Margaretha of Austria,4,0
Q160236,Metropolitan Museum of Art,Q113752,Archduchess Magdalena of Austria,5,0
Q160236,Metropolitan Museum of Art,Q85626,Archduchess Helena of Austria,5,0
Q160236,Metropolitan Museum of Art,Q440987,Archduchess Gregoria Maximiliana of Austria,5,0
Q160236,Metropolitan Museum of Art,Q458114,Archduchess Catherine Renata of Austria,5,0
Q160236,Metropolitan Museum of Art,Q261419,Archduchess Barbara of Austria,5,0
Q160236,Metropolitan Museum of Art,Q163551,Archduchess Anna of Austria,5,0
Q160236,Metropolitan Museum of Art,Q19960628,Archambaud de Talleyrand-Périgord,4,0
Q160236,Metropolitan Museum of Art,Q3621491,archaeologist,3,0
Q160236,Metropolitan Museum of Art,Q187865,antiquarian seller,5,1
Q29441758,Margarete Mauthner,Q95698792,Anna Meier-Graefe,5,1
Q214867,National Gallery of Art,Q46596638,Andrew W. Mellon collection,1,1
Q74128,Alfred Flechtheim,Q46596638,Andrew W. Mellon collection,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q446858,Andrew W. Mellon,5,1
Q160236,Metropolitan Museum of Art,Q446858,Andrew W. Mellon,5,1
Q214867,National Gallery of Art,Q446858,Andrew W. Mellon,2,1
Q74128,Alfred Flechtheim,Q446858,Andrew W. Mellon,4,1
Q214867,National Gallery of Art,Q75788804,Andrew Mellon,4,1
Q160236,Metropolitan Museum of Art,Q69555013,Andre Schoeller,5,1
Q74128,Alfred Flechtheim,Q57687611,An Unpublished Head of Christ by Rembrandt,4,1
Q160236,Metropolitan Museum of Art,Q21530090,An Elderly Man in Prayer,5,1
Q1634926,Hugo Cassirer,Q28860082,Amédée Schuffenecker,5,1
Q867510,Cypresses,Q28860082,Amédée Schuffenecker,3,1
Q104530765,Hugo Nathan,Q28860082,Amédée Schuffenecker,4,1
Q29441758,Margarete Mauthner,Q28860082,Amédée Schuffenecker,4,1
Q160236,Metropolitan Museum of Art,Q28860082,Amédée Schuffenecker,2,1
Q26221201,Two Diggers among Trees,Q28860082,Amédée Schuffenecker,5,1
Q214867,National Gallery of Art,Q28860082,Amédée Schuffenecker,4,1
Q160236,Metropolitan Museum of Art,Q459041,Ambroise Vollard,4,1
Q214867,National Gallery of Art,Q459041,Ambroise Vollard,2,1
Q867510,Cypresses,Q106213,Alfred Neven DuMont,5,1
Q160236,Metropolitan Museum of Art,Q2645040,Alfred Gold,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q74128,Alfred Flechtheim,1,1
Q55680361,Oskar Reichel,Q74128,Alfred Flechtheim,4,1
Q160236,Metropolitan Museum of Art,Q2644803,Alfred Cassirer,4,1
Q867510,Cypresses,Q2644753,Alfred Breslauer,4,1
Q104530765,Hugo Nathan,Q2644753,Alfred Breslauer,5,1
Q160236,Metropolitan Museum of Art,Q2644753,Alfred Breslauer,4,1
Q160236,Metropolitan Museum of Art,Q18379827,Alexandre Rosenberg,5,0
Q214867,National Gallery of Art,Q18379827,Alexandre Rosenberg,5,0
Q160236,Metropolitan Museum of Art,Q76513772,Alexandre P. Rosenberg,5,1
Q214867,National Gallery of Art,Q76513772,Alexandre P. Rosenberg,5,1
Q324935,Ferenc Hatvany,Q2833448,Alexandre Berthier,2,1
Q160236,Metropolitan Museum of Art,Q507156,Alexandre Angélique de Talleyrand-Périgord,5,0
Q160236,Metropolitan Museum of Art,Q515770,Alexandra Zhukovskaya,5,0
Q160236,Metropolitan Museum of Art,Q58001,Alexandra Petrovna of Oldenburg,4,0
Q160236,Metropolitan Museum of Art,Q57207,Alexandra Feodorovna,3,0
Q160236,Metropolitan Museum of Art,Q75253725,Alexandra Fellowes,4,0
Q160236,Metropolitan Museum of Art,Q55845962,Alexandra Andreevna Dietrichstein,5,0
Q160236,Metropolitan Museum of Art,Q2833919,Alexandr Nikolajewitsch Iskander,5,0
Q160236,Metropolitan Museum of Art,Q75318519,Alexander von Reutern,4,0
Q160236,Metropolitan Museum of Art,Q15066958,Alexander Urusov,5,0
Q160236,Metropolitan Museum of Art,Q2387340,Alexander Stroganov,5,0
Q160236,Metropolitan Museum of Art,Q84632,Alexander Sigismund von der Pfalz-Neuburg,3,0
Q214867,National Gallery of Art,Q28054722,Alexander Schouvaloff,5,0
Q74128,Alfred Flechtheim,Q76157869,Alexander Richard St. John-Mildmay,5,0
Q160236,Metropolitan Museum of Art,Q1519034,Alexander Palace,5,0
Q214867,National Gallery of Art,Q75788792,Alexander P. McMullen,4,0
Q160236,Metropolitan Museum of Art,Q75381475,Alexander of Oldenburg,5,0
Q160236,Metropolitan Museum of Art,Q120180,Alexander III of Russia,4,0
Q160236,Metropolitan Museum of Art,Q83171,Alexander II of Russia,3,0
Q160236,Metropolitan Museum of Art,Q15193,Alexander I of Russia,4,0
Q160236,Metropolitan Museum of Art,Q76373354,Alexander Hamilton of Grange,4,0
Q160236,Metropolitan Museum of Art,Q4719071,Alexander Hamilton Jr.,3,0
Q160236,Metropolitan Museum of Art,Q28043469,"Alexander Hamilton, Jr.",4,0
Q160236,Metropolitan Museum of Art,Q19924921,Alexander Hamilton,1,0
Q160236,Metropolitan Museum of Art,Q178903,Alexander Hamilton,2,0
Q160236,Metropolitan Museum of Art,Q4719061,Alexander Hamilton,4,0
Q160236,Metropolitan Museum of Art,Q4719062,Alexander Hamilton,5,0
Q214867,National Gallery of Art,Q19924921,Alexander Hamilton,5,0
Q160236,Metropolitan Museum of Art,Q2617314,Alexander Charles Vasa,5,0
Q160236,Metropolitan Museum of Art,Q4098834,Alexander Bulgakov,5,0
Q160236,Metropolitan Museum of Art,Q72922,Alexander,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q23062739,Alex Vömel,3,1
Q74128,Alfred Flechtheim,Q23062739,Alex Vömel,2,1
Q17277888,Gottlieb Friedrich Reber,Q3609940,Alessandro Contini Bonacossi,1,1
Q214867,National Gallery of Art,Q3609940,Alessandro Contini Bonacossi,2,1
Q29441758,Margarete Mauthner,Q18745022,Alec N. Wildenstein,5,1
Q160236,Metropolitan Museum of Art,Q18745022,Alec N. Wildenstein,3,1
Q160236,Metropolitan Museum of Art,Q15954519,alchemist,5,0
Q160236,Metropolitan Museum of Art,Q457843,album amicorum,4,0
Q867510,Cypresses,Q1970945,Albright-Knox Art Gallery,5,1
Q17277888,Gottlieb Friedrich Reber,Q1970945,Albright-Knox Art Gallery,4,1
Q160236,Metropolitan Museum of Art,Q1970945,Albright-Knox Art Gallery,5,1
Q17277888,Gottlieb Friedrich Reber,Q60045,Albert Speer,5,0
Q55680361,Oskar Reichel,Q60045,Albert Speer,5,0
Q74128,Alfred Flechtheim,Q60045,Albert Speer,5,0
Q160236,Metropolitan Museum of Art,Q75527284,Albert Maximilian von Goldschmidt-Rothschild,5,1
Q160236,Metropolitan Museum of Art,Q69468,"Albert IV, Duke of Saxe-Eisenach",5,0
Q17277888,Gottlieb Friedrich Reber,Q62537,Albert Göring,3,0
Q214867,National Gallery of Art,Q62537,Albert Göring,5,0
Q160236,Metropolitan Museum of Art,Q1552207,Albert Figdor,2,1
Q160236,Metropolitan Museum of Art,Q2830219,Alain Renoir,4,0
Q1634926,Hugo Cassirer,Q2095549,aircraft pilot,5,0
Q17277888,Gottlieb Friedrich Reber,Q2095549,aircraft pilot,2,0
Q160236,Metropolitan Museum of Art,Q2095549,aircraft pilot,5,0
Q214867,National Gallery of Art,Q2095549,aircraft pilot,4,0
Q214867,National Gallery of Art,Q405352,Ailsa Mellon Bruce,3,1
Q74128,Alfred Flechtheim,Q405352,Ailsa Mellon Bruce,5,1
Q17277888,Gottlieb Friedrich Reber,Q352,Adolf Hitler,4,1
Q55680361,Oskar Reichel,Q352,Adolf Hitler,4,1
Q74128,Alfred Flechtheim,Q352,Adolf Hitler,4,1
Q29441758,Margarete Mauthner,Q41751676,Adele Lewisohn Lehman,5,0
Q1634926,Hugo Cassirer,Q33999,actor,4,0
Q21948567,Sunflowers,Q33999,actor,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q33999,actor,5,0
Q17277888,Gottlieb Friedrich Reber,Q33999,actor,5,0
Q160236,Metropolitan Museum of Art,Q33999,actor,3,0
Q657415,Cleveland Museum of Art,Q33999,actor,5,0
Q21948567,Sunflowers,Q15253558,activist,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q15253558,activist,5,0
Q17277888,Gottlieb Friedrich Reber,Q77257348,Abris Silberman,3,1
Q55680361,Oskar Reichel,Q77257348,Abris Silberman,3,1
Q74128,Alfred Flechtheim,Q77257348,Abris Silberman,3,1
Q17277888,Gottlieb Friedrich Reber,Q18785024,Abraham Adelsberger,3,1
Q214867,National Gallery of Art,Q18785024,Abraham Adelsberger,5,1
Q160236,Metropolitan Museum of Art,Q3713914,A Woman Seated beside a Vase of Flowers,3,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q19989799,A Woman Preparing Bread and Butter for a Boy,4,1
Q74128,Alfred Flechtheim,Q19989799,A Woman Preparing Bread and Butter for a Boy,3,1
Q160236,Metropolitan Museum of Art,Q19904848,A Woman Ironing,3,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q12842489,A Centennial of Independence,2,1
Q55680361,Oskar Reichel,Q12842489,A Centennial of Independence,5,1
Q74128,Alfred Flechtheim,Q12842489,A Centennial of Independence,1,1
Q1634926,Hugo Cassirer,Q15987490,1922 Encyclopædia Britannica,5,0
Q160236,Metropolitan Museum of Art,Q15987490,1922 Encyclopædia Britannica,3,0
Q160236,Metropolitan Museum of Art,Q13423107,1001 Vrouwen uit de Nederlandse geschiedenis,5,0
Q867510,Cypresses,Q66362718,1001 Paintings You Must See Before You Die,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q66362718,1001 Paintings You Must See Before You Die,3,0
Q160236,Metropolitan Museum of Art,Q66362718,1001 Paintings You Must See Before You Die,4,0
Q160236,Metropolitan Museum of Art,Q55185760,'Son of man' as a self-designation of Jesus,4,0
